COU,Country,MAREG,Macroregion,MIREG,Microregion,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
EST,Estonia,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
EST,Estonia,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.97544,,
ETH,Ethiopia,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,38.78116,,
ETH,Ethiopia,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
ETH,Ethiopia,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
ETH,Ethiopia,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
ETH,Ethiopia,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,77.00069,,
ETH,Ethiopia,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,100,,
FJI,Fiji,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,10.70372,,
FJI,Fiji,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,63.0727,,
FJI,Fiji,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
FJI,Fiji,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
FJI,Fiji,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
FJI,Fiji,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,81.08387,,
GAB,Gabon,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,45.75431,,
GAB,Gabon,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.40079,,
GAB,Gabon,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.40079,,
GAB,Gabon,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.40079,,
GAB,Gabon,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.40079,,
GAB,Gabon,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.80711,,
GMB,Gambia,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,34.20643,,
GMB,Gambia,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
GMB,Gambia,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
GMB,Gambia,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
GMB,Gambia,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,13.26627,,
GMB,Gambia,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,100,,
GEO,Georgia,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,22.15483,,
GEO,Georgia,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.79695,,
GEO,Georgia,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.11496,,
GEO,Georgia,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,28.47134,,
GEO,Georgia,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0.13545,,
GEO,Georgia,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.92799,,
GHA,Ghana,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,35.07234,,
GHA,Ghana,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.70761,,
GHA,Ghana,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.70761,,
GHA,Ghana,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.70761,,
GHA,Ghana,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,43.75984,,
GHA,Ghana,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.99603,,
GRD,Grenada,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,23.06073,,
GRD,Grenada,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,78.74518,,
GRD,Grenada,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,78.74518,,
GRD,Grenada,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
GRD,Grenada,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
GRD,Grenada,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,96.68623,,
GTM,Guatemala,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,23.97105,,
GTM,Guatemala,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.98932,,
GTM,Guatemala,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.83338,,
GTM,Guatemala,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,27.41256,,
GTM,Guatemala,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
GTM,Guatemala,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.99905,,
GIN,Guinea,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,24.81071,,
GIN,Guinea,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.84292,,
GIN,Guinea,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.64211,,
GIN,Guinea,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,50.36747,,
GIN,Guinea,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
GIN,Guinea,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.89248,,
GNB,Guinea-Bissau,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,29.96029,,
GNB,Guinea-Bissau,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.31398,,
GNB,Guinea-Bissau,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.31398,,
GNB,Guinea-Bissau,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.31398,,
GNB,Guinea-Bissau,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
GNB,Guinea-Bissau,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.59071,,
GUY,Guyana,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,22.82275,,
GUY,Guyana,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.99833,,
GUY,Guyana,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.47188,,
GUY,Guyana,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,24.31584,,
GUY,Guyana,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
GUY,Guyana,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.99833,,
HTI,Haiti,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,15.84877,,
HTI,Haiti,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.75626,,
HTI,Haiti,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,50.6899,,
HTI,Haiti,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
HTI,Haiti,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
HTI,Haiti,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.91396,,
HND,Honduras,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,21.08948,,
HND,Honduras,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.77208,,
HND,Honduras,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,96.00764,,
HND,Honduras,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,12.78328,,
HND,Honduras,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
HND,Honduras,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.89274,,
IND,India,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,90.2457,,
IND,India,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.94157,,
IND,India,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.70562,,
IND,India,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,93.97128,,
IND,India,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,84.744,,
IND,India,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.9636,,
IDN,Indonesia,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,16.70816,,
IDN,Indonesia,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,94.76083,,
IDN,Indonesia,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,53.85774,,
IDN,Indonesia,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,7.25191,,
IDN,Indonesia,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0.71671,,
IDN,Indonesia,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.47055,,
IRQ,Iraq,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,62.50039,,
IRQ,Iraq,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
IRQ,Iraq,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
IRQ,Iraq,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
IRQ,Iraq,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
IRQ,Iraq,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,100,,
ISR,Israel,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,20.8113,,
ISR,Israel,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.99303,,
ISR,Israel,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,94.78501,,
ISR,Israel,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,10.64934,,
ISR,Israel,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,1.10822,,
ISR,Israel,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.99303,,
JAM,Jamaica,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,14.14669,,
JAM,Jamaica,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,98.73384,,
JAM,Jamaica,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,35.83527,,
JAM,Jamaica,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
JAM,Jamaica,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
JAM,Jamaica,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.22739,,
JOR,Jordan,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,32.75142,,
JOR,Jordan,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
JOR,Jordan,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
JOR,Jordan,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,86.27478,,
JOR,Jordan,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,22.05985,,
JOR,Jordan,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,100,,
KAZ,Kazakhstan,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,13.96957,,
KAZ,Kazakhstan,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,92.23773,,
KAZ,Kazakhstan,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,27.15726,,
KAZ,Kazakhstan,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,2.15751,,
KAZ,Kazakhstan,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
KAZ,Kazakhstan,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.99389,,
KEN,Kenya,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,28.26605,,
KEN,Kenya,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.97983,,
KEN,Kenya,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.97983,,
KEN,Kenya,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,59.22737,,
KEN,Kenya,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,18.71064,,
KEN,Kenya,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.99094,,
KWT,Kuwait,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,60.44517,,
KWT,Kuwait,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.74775,,
KWT,Kuwait,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.74775,,
KWT,Kuwait,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.74775,,
KWT,Kuwait,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,96.50646,,
KWT,Kuwait,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.74858,,
KGZ,Kyrgyzstan,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,22.93337,,
KGZ,Kyrgyzstan,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,97.92558,,
KGZ,Kyrgyzstan,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,60.05558,,
KGZ,Kyrgyzstan,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,44.90838,,
KGZ,Kyrgyzstan,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,12.61801,,
KGZ,Kyrgyzstan,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,100,,
LAO,Laos,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,25.69418,,
LAO,Lao People's Democratic Republic,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,100,,
LAO,Lao People's Democratic Republic,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,98.72156,,
LAO,Lao People's Democratic Republic,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,57.72939,,
LAO,Lao People's Democratic Republic,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,4.25115,,
LAO,Lao People's Democratic Republic,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,100,,
LVA,Latvia,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,14.10963,,
LVA,Latvia,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,89.26036,,
LVA,Latvia,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,25.05791,,
LVA,Latvia,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
LVA,Latvia,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,0,,
LVA,Latvia,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.69555,,
LBN,Lebanon,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,31.1494,,
LBN,Lebanon,TOTAL,-Total-,TOTAL,-Total-,SPEX_10,Percentage of population exposed to more than 10 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.96213,,
LBN,Lebanon,TOTAL,-Total-,TOTAL,-Total-,SPEX_15,Percentage of population exposed to more than 15 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.65722,,
LBN,Lebanon,TOTAL,-Total-,TOTAL,-Total-,SPEX_25,Percentage of population exposed to more than 25 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,99.29392,,
LBN,Lebanon,TOTAL,-Total-,TOTAL,-Total-,SPEX_35,Percentage of population exposed to more than 35 micrograms/m3,2017,2017,PC,Percentage,0,Units,,,5.14125,,
LBN,Lebanon,TOTAL,-Total-,TOTAL,-Total-,SPOP_W,Percentage of population covered,2017,2017,PC,Percentage,0,Units,,,99.96213,,
LSO,Lesotho,TOTAL,-Total-,TOTAL,-Total-,PWM_EX,Mean population exposure to PM2.5,2017,2017,MICRO_M3,Micrograms per cubic metre,0,Units,,,28.14714,,
